"Name of restaurant","City","Country Code","Day of week","Start Time Hour","Start Time Minute","End time Hour","End Time Minute"
"Humboldt Farm - Fish - Wine","Denver","US","0.0","11","00","23","00"
"Humboldt Farm - Fish - Wine","Denver","US","0.0","11","00","23","00"
"Humboldt Farm - Fish - Wine","Denver","US","0.0","10","00","16","00"
"Humboldt Farm - Fish - Wine","Denver","US","0.0","17","00","21","00"
"Hummus Bros","London","GB","0.0","08","30","22","00"
"Hummus Bros","London","GB","0.0","08","30","22","00"
"Hummus Bros","London","GB","0.0","08","30","22","00"
"Hummus Bros","London","GB","0.0","08","30","22","00"
"Hummus Bros","London","GB","0.0","08","30","22","00"
"Hummus Bros","London","GB","0.0","12","00","22","00"
"Hummus Bros","London","GB","0.0","12","00","21","00"
"Hunan Impression","San Jose","US","0.0","11","00","14","30"
"Hunan Impression","San Jose","US","0.0","17","00","21","30"
"Hunan Impression","San Jose","US","0.0","11","00","14","30"
"Hunan Impression","San Jose","US","0.0","17","00","21","30"
"Hunan Impression","San Jose","US","0.0","11","00","14","30"
"Hunan Impression","San Jose","US","0.0","17","00","21","30"
"Hunan Impression","San Jose","US","0.0","11","00","14","30"
"Hunan Impression","San Jose","US","0.0","17","00","21","30"
"Hunan Impression","San Jose","US","0.0","11","00","14","30"
"Hunan Impression","San Jose","US","0.0","17","00","22","00"
"Hunan Impression","San Jose","US","0.0","11","00","15","00"
"Hunan Impression","San Jose","US","0.0","17","00","22","00"
"Hunan Impression","San Jose","US","0.0","11","00","15","00"
"Hunan Impression","San Jose","US","0.0","17","00","21","00"
"Hunan Taste Restaurant","San Jose","US","0.0","11","00","14","30"
"Hunan Taste Restaurant","San Jose","US","0.0","16","30","20","30"
"Hunan Taste Restaurant","San Jose","US","0.0","11","00","14","30"
"Hunan Taste Restaurant","San Jose","US","0.0","16","30","20","30"
"Hunan Taste Restaurant","San Jose","US","0.0","11","00","14","30"
"Hunan Taste Restaurant","San Jose","US","0.0","16","30","20","30"
"Hunan Taste Restaurant","San Jose","US","0.0","11","00","14","30"
"Hunan Taste Restaurant","San Jose","US","0.0","16","30","20","30"
"Hunan Taste Restaurant","San Jose","US","0.0","11","00","14","30"
"Hunan Taste Restaurant","San Jose","US","0.0","16","30","20","30"
"Hunan Taste Restaurant","San Jose","US","0.0","11","00","20","30"
"Hundred Acre Bar","Brisbane","AU","0.0","07","00","18","00"
"Hundred Acre Bar","Brisbane","AU","0.0","07","00","18","00"
"Hundred Acre Bar","Brisbane","AU","0.0","07","00","21","00"
"Hundred Acre Bar","Brisbane","AU","0.0","07","00","21","00"
"Hundred Acre Bar","Brisbane","AU","0.0","07","00","21","00"
"Hundred Acre Bar","Brisbane","AU","0.0","08","00","21","00"
"Hundred Acre Bar","Brisbane","AU","0.0","08","00","18","00"
"Hungry's","Houston","US","0.0","11","00","22","00"
"Hungry's","Houston","US","0.0","11","00","22","00"
"Hungry's","Houston","US","0.0","11","00","22","00"
"Hungry's","Houston","US","0.0","11","00","22","00"
"Hungry's","Houston","US","0.0","11","00","22","00"
"Hungry's","Houston","US","0.0","09","00","22","00"
"Hungry's","Houston","US","0.0","09","00","22","00"
"Hunky Dory","Houston","US","0.0","11","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","22","00"
"Hunky Dory","Houston","US","0.0","11","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","22","00"
"Hunky Dory","Houston","US","0.0","11","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","22","00"
"Hunky Dory","Houston","US","0.0","11","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","22","00"
"Hunky Dory","Houston","US","0.0","11","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","23","00"
"Hunky Dory","Houston","US","0.0","10","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","23","00"
"Hunky Dory","Houston","US","0.0","10","00","15","00"
"Hunky Dory","Houston","US","0.0","17","00","21","00"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","00"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","00"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","00"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","00"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","30"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","30"
"Hunter & Barrel","Sydney","AU","0.0","12","00","22","00"
"Hunters Kitchen & Bar","Melbourne","AU","0.0","07","00","23","00"
"Hunters Kitchen & Bar","Melbourne","AU","0.0","07","00","23","00"
"Hunters Kitchen & Bar","Melbourne","AU","0.0","07","00","23","00"
"Hunters Kitchen & Bar","Melbourne","AU","0.0","07","00","23","00"
"Hunters Kitchen & Bar","Melbourne","AU","0.0","07","00","23","00"
"Hunters Kitchen & Bar","Melbourne","AU","0.0","07","00","23","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Lan Sandwich","San Jose","US","0.0","06","00","20","00"
"Huong Restaurant","San Jose","US","0.0","10","00","21","00"
"Huong Restaurant","San Jose","US","0.0","10","00","21","00"
"Huong Restaurant","San Jose","US","0.0","10","00","21","00"
"Huong Restaurant","San Jose","US","0.0","09","30","22","00"
"Huong Restaurant","San Jose","US","0.0","09","30","22","00"
"Huong Restaurant","San Jose","US","0.0","09","30","21","30"
"Huron Room","Detroit","US","0.0","15","00","22","00"
"Huron Room","Detroit","US","0.0","15","00","22","00"
"Huron Room","Detroit","US","0.0","15","00","22","00"
"Huron Room","Detroit","US","0.0","15","00","22","00"
"Huron Room","Detroit","US","0.0","11","00","23","00"
"Huron Room","Detroit","US","0.0","11","00","23","00"
"Huron Room","Detroit","US","0.0","11","00","22","00"
"Hutch & Spoon","Denver","US","0.0","07","00","16","00"
"Hutch & Spoon","Denver","US","0.0","07","00","16","00"
"Hutch & Spoon","Denver","US","0.0","07","00","16","00"
"Hutch & Spoon","Denver","US","0.0","07","00","16","00"
"Hutch & Spoon","Denver","US","0.0","07","00","16","00"
"Hutch & Spoon","Denver","US","0.0","08","00","14","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","22","30"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","22","30"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","22","30"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","22","30"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","23","30"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","23","30"
"Hutong Dumpling Bar","Melbourne","AU","0.0","11","00","15","00"
"Hutong Dumpling Bar","Melbourne","AU","0.0","17","30","22","30"
"Huynh Restaurant","Houston","US","0.0","11","00","21","00"
"Huynh Restaurant","Houston","US","0.0","11","00","21","00"
"Huynh Restaurant","Houston","US","0.0","11","00","21","00"
"Huynh Restaurant","Houston","US","0.0","11","00","21","00"
"Huynh Restaurant","Houston","US","0.0","11","00","22","00"
"Huynh Restaurant","Houston","US","0.0","11","00","22","00"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","22","30"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","22","30"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","22","30"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","22","30"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","00","00"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","00","00"
"Hwaro Korean Barbecue","Melbourne","AU","0.0","17","00","22","30"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hwaro","Las Vegas","US","0.0","11","30","03","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","23","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","23","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","23","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","23","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","00","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","00","00"
"Hyde Bar & Dining","Glasgow","GB","0.0","10","00","23","00"
"Hygrade Deli","Detroit","US","0.0","06","30","15","00"
"Hygrade Deli","Detroit","US","0.0","06","30","15","00"
"Hygrade Deli","Detroit","US","0.0","06","30","15","00"
"Hygrade Deli","Detroit","US","0.0","06","30","15","00"
"Hygrade Deli","Detroit","US","0.0","06","30","15","00"
"Hygrade Deli","Detroit","US","0.0","07","00","14","00"
"Hylin","Perth","AU","0.0","06","30","15","00"
"Hylin","Perth","AU","0.0","06","30","15","00"
"Hylin","Perth","AU","0.0","06","30","15","00"
"Hylin","Perth","AU","0.0","06","30","15","00"
"Hylin","Perth","AU","0.0","06","30","15","00"
"Hylin","Perth","AU","0.0","06","30","15","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I Chi Ban Japanese Teppan-Yaki BBQ Restaurant","Sydney","AU","0.0","11","00","02","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I See Food","Seattle","US","0.0","11","30","22","00"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","22","30"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","22","30"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","22","30"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","22","30"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","23","00"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","23","00"
"I-Thai Restaurant & Sushi Bar","Washington","US","0.0","11","30","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I Thai","Sydney","AU","0.0","11","00","22","30"
"I'a Poke","San Francisco","US","0.0","11","30","20","00"
"I'a Poke","San Francisco","US","0.0","11","30","20","00"
"I'a Poke","San Francisco","US","0.0","11","30","20","00"
"I'a Poke","San Francisco","US","0.0","11","30","20","00"
"I'a Poke","San Francisco","US","0.0","11","30","21","00"
"I'a Poke","San Francisco","US","0.0","11","30","21","00"
"I'a Poke","San Francisco","US","0.0","11","30","19","00"
"Iberica","London","GB","0.0","11","30","23","00"
"Iberica","London","GB","0.0","11","30","23","00"
"Iberica","London","GB","0.0","11","30","23","00"
"Iberica","London","GB","0.0","11","30","23","00"
"Iberica","London","GB","0.0","11","30","23","00"
"Iberica","London","GB","0.0","11","30","23","00"
"Iberica","London","GB","0.0","12","00","22","30"
"Ibiza","Houston","US","0.0","11","00","22","00"
"Ibiza","Houston","US","0.0","11","00","22","00"
"Ibiza","Houston","US","0.0","11","00","22","00"
"Ibiza","Houston","US","0.0","11","00","23","00"
"Ibiza","Houston","US","0.0","17","00","23","00"
"Ibiza","Houston","US","0.0","17","00","21","00"
"ICCo","London","GB","0.0","07","00","23","00"
"ICCo","London","GB","0.0","07","00","23","00"
"ICCo","London","GB","0.0","07","00","23","00"
"ICCo","London","GB","0.0","07","00","23","00"
"ICCo","London","GB","0.0","07","00","00","00"
"ICCo","London","GB","0.0","08","00","00","00"
"ICCo","London","GB","0.0","08","00","23","00"
"Ichabod's","New York","US","0.0","17","00","22","00"
"Ichabod's","New York","US","0.0","17","00","23","00"
"Ichabod's","New York","US","0.0","17","00","23","00"
"Ichabod's","New York","US","0.0","17","00","23","00"
"Ichabod's","New York","US","0.0","17","00","23","00"
"Ichabod's","New York","US","0.0","11","00","15","30"
"Ichabod's","New York","US","0.0","17","30","23","00"
"Ichabod's","New York","US","0.0","11","00","15","30"
"Ichabod's","New York","US","0.0","17","30","22","00"
"Ichiban Fusion","Glasgow","GB","0.0","12","00","22","00"
"Ichiban Fusion","Glasgow","GB","0.0","12","00","22","00"
"Ichiban Fusion","Glasgow","GB","0.0","12","00","22","00"
"Ichiban Fusion","Glasgow","GB","0.0","12","00","22","00"
"Ichiban Fusion","Glasgow","GB","0.0","12","00","23","00"
"Ichiban Fusion","Glasgow","GB","0.0","12","00","23","00"
"Ichiban Fusion","Glasgow","GB","0.0","13","00","22","00"
"Ichiban","Glasgow","GB","0.0","12","00","22","00"
"Ichiban","Glasgow","GB","0.0","12","00","22","00"
"Ichiban","Glasgow","GB","0.0","12","00","22","00"
"Ichiban","Glasgow","GB","0.0","12","00","22","00"
"Ichiban","Glasgow","GB","0.0","12","00","23","00"
"Ichiban","Glasgow","GB","0.0","12","00","23","00"
"Ichiban","Glasgow","GB","0.0","13","00","23","00"
"Ichiban Yakitori","Brisbane","AU","0.0","10","30","16","30"
"Ichiban Yakitori","Brisbane","AU","0.0","10","30","16","30"
"Ichiban Yakitori","Brisbane","AU","0.0","10","30","16","30"
"Ichiban Yakitori","Brisbane","AU","0.0","10","30","16","30"
"Ichiban Yakitori","Brisbane","AU","0.0","10","30","16","30"
"Ichiban Yakitori Sushi","Boston","US","0.0","11","30","22","00"
"Ichiban Yakitori Sushi","Boston","US","0.0","11","30","22","00"
"Ichiban Yakitori Sushi","Boston","US","0.0","11","30","22","00"
"Ichiban Yakitori Sushi","Boston","US","0.0","11","30","22","00"
"Ichiban Yakitori Sushi","Boston","US","0.0","11","30","23","00"
"Ichiban Yakitori Sushi","Boston","US","0.0","11","30","23","00"
"Ichiban Yakitori Sushi","Boston","US","0.0","12","00","22","00"
"Ichido","San Francisco","US","0.0","19","00","21","30"
"Ichido","San Francisco","US","0.0","19","00","21","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Ichiza","Las Vegas","US","0.0","17","00","02","30"
"Idelic","Kingston","AU","0.0","07","00","15","00"
"Idelic","Kingston","AU","0.0","07","00","15","00"
"Idelic","Kingston","AU","0.0","07","00","15","00"
"Idelic","Kingston","AU","0.0","07","00","15","00"
"Idelic","Kingston","AU","0.0","07","00","15","00"
"Idelic","Kingston","AU","0.0","07","00","15","00"
"Ignite Burgers & Bar","Denver","US","0.0","11","00","22","00"
"Ignite Burgers & Bar","Denver","US","0.0","11","00","22","00"
"Ignite Burgers & Bar","Denver","US","0.0","11","00","22","00"
"Ignite Burgers & Bar","Denver","US","0.0","11","00","22","00"
"Ignite Burgers & Bar","Denver","US","0.0","11","00","23","00"
"Ignite Burgers & Bar","Denver","US","0.0","10","00","23","00"
"Ignite Burgers & Bar","Denver","US","0.0","10","00","22","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","22","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","22","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","22","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","00","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","00","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","00","00"
"Iguanas Burritozilla","San Jose","US","0.0","10","00","21","00"
"Iguanas","San Jose","US","0.0","11","00","00","00"
"Iguanas","San Jose","US","0.0","11","00","00","00"
"Iguanas","San Jose","US","0.0","11","00","00","00"
"Iguanas","San Jose","US","0.0","11","00","03","00"
"Iguanas","San Jose","US","0.0","11","00","03","00"
"Iguanas","San Jose","US","0.0","11","00","03","00"
"Iguanas","San Jose","US","0.0","11","00","22","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"iI Tempo","Melbourne","AU","0.0","07","00","23","00"
"III Forks","Denver","US","0.0","16","00","22","00"
"III Forks","Denver","US","0.0","16","00","22","00"
"III Forks","Denver","US","0.0","16","00","22","00"
"III Forks","Denver","US","0.0","16","00","22","00"
"III Forks","Denver","US","0.0","16","00","23","00"
"III Forks","Denver","US","0.0","16","00","23","00"
"III Forks","Denver","US","0.0","16","00","21","00"
"iJava Coffee & Eatery","San Jose","US","0.0","06","30","19","00"
"iJava Coffee & Eatery","San Jose","US","0.0","06","30","19","00"
"iJava Coffee & Eatery","San Jose","US","0.0","06","30","19","00"
"iJava Coffee & Eatery","San Jose","US","0.0","06","30","19","00"
"iJava Coffee & Eatery","San Jose","US","0.0","06","30","19","00"
"iJava Coffee & Eatery","San Jose","US","0.0","08","00","18","00"
"iJava Coffee & Eatery","San Jose","US","0.0","08","00","18","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","20","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","20","00"
"Ike's Love and Sandwiches","San Jose","US","0.0","10","30","20","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","20","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","20","00"
"Ike's Love & Sandwiches","San Jose","US","0.0","10","30","19","00"
"Ike's Rack Shack","Melbourne","AU","0.0","16","00","22","30"
"Ike's Rack Shack","Melbourne","AU","0.0","16","00","22","30"
"Ike's Rack Shack","Melbourne","AU","0.0","16","00","22","30"
"Ike's Rack Shack","Melbourne","AU","0.0","16","00","22","30"
"Ike's Rack Shack","Melbourne","AU","0.0","13","00","22","30"
"Ike's Rack Shack","Melbourne","AU","0.0","13","00","22","30"
"Ike's Rack Shack","Melbourne","AU","0.0","13","00","22","30"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","11","30","15","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","17","30","22","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","11","30","15","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","17","30","22","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","11","30","15","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","17","30","22","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","11","30","15","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","17","30","01","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","11","30","15","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","17","30","01","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","11","30","15","00"
"Ikkoryu Fukuoka Ramen","Melbourne","AU","0.0","17","30","22","00"
"Iku Wholefood","Sydney","AU","0.0","08","00","17","00"
"Iku Wholefood","Sydney","AU","0.0","08","00","17","00"
"Iku Wholefood","Sydney","AU","0.0","08","00","17","00"
"Iku Wholefood","Sydney","AU","0.0","08","00","17","00"
"Iku Wholefood","Sydney","AU","0.0","08","00","17","00"
"Iku Wholefoods","Sydney","AU","none","none","none","none","none"
"Iku Wholefoods","Sydney","AU","none","none","none","none","none"
"Iku Wholefoods","Sydney","AU","none","none","none","none","none"
"Iku Wholefoods","Sydney","AU","none","none","none","none","none"
"Il Bacaro","Melbourne","AU","0.0","12","00","15","00"
"Il Bacaro","Melbourne","AU","0.0","18","00","22","30"
"Il Bacaro","Melbourne","AU","0.0","12","00","15","00"
"Il Bacaro","Melbourne","AU","0.0","18","00","22","30"
"Il Bacaro","Melbourne","AU","0.0","12","00","15","00"
"Il Bacaro","Melbourne","AU","0.0","18","00","22","30"
"Il Bacaro","Melbourne","AU","0.0","12","00","15","00"
"Il Bacaro","Melbourne","AU","0.0","18","00","22","30"
"Il Bacaro","Melbourne","AU","0.0","12","00","15","00"
"Il Bacaro","Melbourne","AU","0.0","18","00","23","00"
"Il Bacaro","Melbourne","AU","0.0","12","00","15","00"
"Il Bacaro","Melbourne","AU","0.0","18","00","23","00"
"Il Bambino","New York","US","0.0","10","00","23","00"
"Il Bambino","New York","US","0.0","10","00","23","00"
"Il Bambino","New York","US","0.0","10","00","23","00"
"Il Bambino","New York","US","0.0","10","00","23","00"
"Il Bambino","New York","US","0.0","10","00","00","00"
"Il Bambino","New York","US","0.0","10","00","00","00"
"Il Bambino","New York","US","0.0","10","00","23","00"
"Il Blandford's","London","GB","0.0","07","30","23","00"
"Il Blandford's","London","GB","0.0","07","30","23","00"
"Il Blandford's","London","GB","0.0","07","30","23","00"
"Il Blandford's","London","GB","0.0","07","30","23","00"
"Il Blandford's","London","GB","0.0","09","00","23","00"
"Il Blandford's","London","GB","0.0","09","00","21","00"
"Il Bordello","London","GB","0.0","12","00","15","00"
"Il Bordello","London","GB","0.0","18","00","23","00"
"Il Bordello","London","GB","0.0","12","00","15","00"
"Il Bordello","London","GB","0.0","18","00","23","00"
"Il Bordello","London","GB","0.0","12","00","15","00"
"Il Bordello","London","GB","0.0","18","00","23","00"
"Il Bordello","London","GB","0.0","12","00","15","00"
"Il Bordello","London","GB","0.0","18","00","23","00"
"Il Bordello","London","GB","0.0","12","00","15","00"
"Il Bordello","London","GB","0.0","18","00","23","00"
"Il Bordello","London","GB","0.0","13","00","23","00"
"Il Bordello","London","GB","0.0","13","00","22","30"
"Il Corvo Pasta","Seattle","US","0.0","11","00","15","00"
"Il Corvo Pasta","Seattle","US","0.0","11","00","15","00"
"Il Corvo Pasta","Seattle","US","0.0","11","00","15","00"
"Il Corvo Pasta","Seattle","US","0.0","11","00","15","00"
"Il Corvo Pasta","Seattle","US","0.0","11","00","15","00"
"IL Covo","Canberra City","AU","none","none","none","none","none"
"IL Covo","Canberra City","AU","none","none","none","none","none"
"IL Covo","Canberra City","AU","none","none","none","none","none"
"IL Covo","Canberra City","AU","none","none","none","none","none"
"il Molo","Boston","US","0.0","16","15","23","30"
"il Molo","Boston","US","0.0","16","15","23","30"
"il Molo","Boston","US","0.0","16","15","23","30"
"il Molo","Boston","US","0.0","16","15","23","30"
"il Molo","Boston","US","0.0","16","15","23","30"
"il Molo","Boston","US","0.0","16","15","23","30"
"Il Nostro Posto","Melbourne","AU","none","none","none","none","none"
"Il Nostro Posto","Melbourne","AU","none","none","none","none","none"
"Il Nostro Posto","Melbourne","AU","none","none","none","none","none"
"Il Nostro Posto","Melbourne","AU","none","none","none","none","none"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"il Pom Italian","Melbourne","AU","0.0","11","00","23","30"
"Il Portico","London","GB","0.0","12","00","14","30"
"Il Portico","London","GB","0.0","18","00","23","00"
"Il Portico","London","GB","0.0","12","00","14","30"
"Il Portico","London","GB","0.0","18","00","23","00"
"Il Portico","London","GB","0.0","12","00","14","30"
"Il Portico","London","GB","0.0","18","00","23","00"
"Il Portico","London","GB","0.0","12","00","14","30"
"Il Portico","London","GB","0.0","18","00","23","00"
"Il Portico","London","GB","0.0","12","00","14","30"
"Il Portico","London","GB","0.0","18","00","23","00"
"Il Portico","London","GB","0.0","12","00","14","30"
"Il Portico","London","GB","0.0","18","00","23","00"
"Ilios Noche","Charlotte","US","0.0","11","00","22","00"
"Ilios Noche","Charlotte","US","0.0","11","00","22","00"
"Ilios Noche","Charlotte","US","0.0","11","00","22","00"
"Ilios Noche","Charlotte","US","0.0","11","00","23","00"
"Ilios Noche","Charlotte","US","0.0","11","00","00","00"
"Ilios Noche","Charlotte","US","0.0","11","00","00","00"
"Ilios Noche","Charlotte","US","0.0","10","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","21","00"
"Illegal Burger","Denver","US","0.0","11","00","20","00"
"Illegal Pete's","Denver","US","0.0","07","00","00","00"
"Illegal Pete's","Denver","US","0.0","07","00","00","00"
"Illegal Pete's","Denver","US","0.0","07","00","00","00"
"Illegal Pete's","Denver","US","0.0","07","00","02","30"
"Illegal Pete's","Denver","US","0.0","07","00","02","30"
"Illegal Pete's","Denver","US","0.0","09","00","02","30"
"Illegal Pete's","Denver","US","0.0","09","00","00","00"
"I'm Angus Steak House","Sydney","AU","0.0","12","00","15","00"
"I'm Angus Steak House","Sydney","AU","0.0","18","00","22","30"
"I'm Angus Steak House","Sydney","AU","0.0","12","00","15","00"
"I'm Angus Steak House","Sydney","AU","0.0","18","00","22","30"
"I'm Angus Steak House","Sydney","AU","0.0","12","00","15","00"
"I'm Angus Steak House","Sydney","AU","0.0","18","00","22","30"
"I'm Angus Steak House","Sydney","AU","0.0","12","00","15","00"
"I'm Angus Steak House","Sydney","AU","0.0","18","00","22","30"
"I'm Angus Steak House","Sydney","AU","0.0","12","00","15","00"
"I'm Angus Steak House","Sydney","AU","0.0","18","00","22","30"
"I'm Angus Steak House","Sydney","AU","0.0","12","00","15","00"
"I'm Angus Steak House","Sydney","AU","0.0","18","00","00","00"
