"Name of restaurant","City","Country Code","Day of week","Start Time Hour","Start Time Minute","End time Hour","End Time Minute"
"1 Abercrombie Lane","Sydney","AU","0.0","07","30","15","30"
"1 Abercrombie Lane","Sydney","AU","0.0","07","30","15","30"
"1 Abercrombie Lane","Sydney","AU","0.0","07","30","15","30"
"1 Abercrombie Lane","Sydney","AU","0.0","07","30","15","30"
"1 Abercrombie Lane","Sydney","AU","0.0","07","30","15","30"
"#1 Chicken Rice & Seafood","Houston","US","0.0","10","30","20","30"
"#1 Chicken Rice & Seafood","Houston","US","0.0","10","30","20","30"
"#1 Chicken Rice & Seafood","Houston","US","0.0","10","30","20","30"
"#1 Chicken Rice & Seafood","Houston","US","0.0","10","30","20","30"
"#1 Chicken Rice & Seafood","Houston","US","0.0","10","30","20","30"
"#1 Chicken Rice & Seafood","Houston","US","0.0","10","30","20","00"
"#1 Chinese Kitchen","San Jose","US","0.0","11","00","21","00"
"#1 Chinese Kitchen","San Jose","US","0.0","11","00","21","00"
"#1 Chinese Kitchen","San Jose","US","0.0","11","00","21","00"
"#1 Chinese Kitchen","San Jose","US","0.0","11","00","21","00"
"#1 Chinese Kitchen","San Jose","US","0.0","11","00","21","00"
"#1 Chinese Kitchen","San Jose","US","0.0","11","00","21","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10' Custom Pizzeria","Braddon","AU","0.0","11","30","15","00"
"10' Custom Pizzeria","Braddon","AU","0.0","17","30","00","00"
"10 Greek Street","London","GB","0.0","12","00","23","30"
"10 Greek Street","London","GB","0.0","12","00","23","30"
"10 Greek Street","London","GB","0.0","12","00","23","30"
"10 Greek Street","London","GB","0.0","12","00","23","30"
"10 Greek Street","London","GB","0.0","12","00","23","30"
"10 Greek Street","London","GB","0.0","12","00","23","30"
"10 Greek Street","London","GB","0.0","17","30","23","00"
"100% de Agave","Denver","US","0.0","11","00","22","00"
"100% de Agave","Denver","US","0.0","11","00","22","00"
"100% de Agave","Denver","US","0.0","11","00","22","00"
"100% de Agave","Denver","US","0.0","11","00","22","00"
"100% de Agave","Denver","US","0.0","11","00","23","00"
"100% de Agave","Denver","US","0.0","11","00","23","00"
"100% de Agave","Denver","US","0.0","11","00","22","00"
"100 Hoxton","London","GB","0.0","11","00","00","00"
"100 Hoxton","London","GB","0.0","11","00","00","00"
"100 Hoxton","London","GB","0.0","11","00","00","00"
"100 Hoxton","London","GB","0.0","11","00","00","00"
"100 Hoxton","London","GB","0.0","11","00","00","00"
"100 Hoxton","London","GB","0.0","11","00","00","00"
"11 Inch Pizza","Melbourne","AU","0.0","11","00","21","30"
"11 Inch Pizza","Melbourne","AU","0.0","11","00","21","30"
"11 Inch Pizza","Melbourne","AU","0.0","11","00","21","30"
"11 Inch Pizza","Melbourne","AU","0.0","11","00","21","30"
"11 Inch Pizza","Melbourne","AU","0.0","11","00","21","30"
"11 Inch Pizza","Melbourne","AU","0.0","16","30","21","30"
"11 Inch Pizza","Melbourne","AU","0.0","16","30","21","30"
"111 by Nico","Glasgow","GB","0.0","12","00","14","30"
"111 by Nico","Glasgow","GB","0.0","17","00","22","00"
"111 by Nico","Glasgow","GB","0.0","12","00","14","30"
"111 by Nico","Glasgow","GB","0.0","17","00","22","00"
"111 by Nico","Glasgow","GB","0.0","12","00","14","30"
"111 by Nico","Glasgow","GB","0.0","17","00","22","00"
"111 by Nico","Glasgow","GB","0.0","12","00","14","30"
"111 by Nico","Glasgow","GB","0.0","17","00","22","00"
"111 by Nico","Glasgow","GB","0.0","12","00","22","00"
"111 by Nico","Glasgow","GB","0.0","12","00","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","06","30","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","06","30","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","06","30","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","06","30","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","06","30","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","07","00","11","00"
"127 Bar and Bistro","Brisbane","AU","0.0","15","00","21","00"
"127 Bar and Bistro","Brisbane","AU","0.0","07","00","11","00"
"13 North Grille","Phoenix","US","0.0","11","00","21","00"
"13 North Grille","Phoenix","US","0.0","11","00","21","00"
"13 North Grille","Phoenix","US","0.0","11","00","21","00"
"13 North Grille","Phoenix","US","0.0","11","00","21","00"
"13 North Grille","Phoenix","US","0.0","11","00","22","00"
"13 North Grille","Phoenix","US","0.0","08","30","22","00"
"13 North Grille","Phoenix","US","0.0","08","30","21","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"13th Note","Glasgow","GB","0.0","12","00","00","00"
"140 Perth","Perth","AU","none","none","none","none","none"
"140 Perth","Perth","AU","none","none","none","none","none"
"140 Perth","Perth","AU","none","none","none","none","none"
"140 Perth","Perth","AU","none","none","none","none","none"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"1428 HAIGHT Patio Cafe & Crepery","San Francisco","US","0.0","08","00","22","00"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"163 Vietnamese Sandwiches & Bubble Tea","Boston","US","0.0","07","30","19","30"
"1760","San Francisco","US","0.0","17","00","22","00"
"1760","San Francisco","US","0.0","17","00","22","00"
"1760","San Francisco","US","0.0","17","00","22","00"
"1760","San Francisco","US","0.0","17","00","22","00"
"1760","San Francisco","US","0.0","17","00","23","00"
"1760","San Francisco","US","0.0","11","00","14","30"
"1760","San Francisco","US","0.0","17","00","23","00"
"1760","San Francisco","US","0.0","11","00","14","30"
"1760","San Francisco","US","0.0","17","00","22","00"
"1806","Melbourne","AU","0.0","17","00","01","00"
"1806","Melbourne","AU","0.0","17","00","01","00"
"1806","Melbourne","AU","0.0","17","00","01","00"
"1806","Melbourne","AU","0.0","17","00","01","00"
"1806","Melbourne","AU","0.0","16","00","01","00"
"1806","Melbourne","AU","0.0","17","00","03","00"
"1806","Melbourne","AU","0.0","18","00","01","00"
"1907 Restaurant","Perth","AU","0.0","11","00","15","00"
"1907 Restaurant","Perth","AU","0.0","18","00","00","00"
"1907 Restaurant","Perth","AU","0.0","11","00","15","00"
"1907 Restaurant","Perth","AU","0.0","18","00","00","00"
"1907 Restaurant","Perth","AU","0.0","11","00","15","00"
"1907 Restaurant","Perth","AU","0.0","18","00","00","00"
"1907 Restaurant","Perth","AU","0.0","11","00","15","00"
"1907 Restaurant","Perth","AU","0.0","18","00","00","00"
"1907 Restaurant","Perth","AU","0.0","11","00","15","00"
"1907 Restaurant","Perth","AU","0.0","18","00","00","00"
"1912 Dining Bar","Sydney","AU","0.0","16","00","00","00"
"1912 Dining Bar","Sydney","AU","0.0","16","00","00","00"
"1912 Dining Bar","Sydney","AU","0.0","16","00","00","00"
"1912 Dining Bar","Sydney","AU","0.0","16","00","00","00"
"1912 Dining Bar","Sydney","AU","0.0","16","00","00","00"
"1912 Dining Bar","Sydney","AU","0.0","16","00","00","00"
"1917 American Bistro","Detroit","US","0.0","10","00","23","00"
"1917 American Bistro","Detroit","US","0.0","10","00","23","00"
"1917 American Bistro","Detroit","US","0.0","10","00","23","00"
"1917 American Bistro","Detroit","US","0.0","10","00","23","00"
"1917 American Bistro","Detroit","US","0.0","10","00","23","00"
"1917 American Bistro","Detroit","US","0.0","10","00","23","00"
"1917 American Bistro","Detroit","US","0.0","10","00","20","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","17","00","22","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","11","00","22","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","11","00","22","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","11","00","22","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","11","00","23","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","11","00","23","00"
"2 Amys Neapolitan Pizzeria","Washington","US","0.0","12","00","22","00"
"2 Yummy","Belconnen","AU","none","none","none","none","none"
"2 Yummy","Belconnen","AU","none","none","none","none","none"
"2 Yummy","Belconnen","AU","none","none","none","none","none"
"2 Yummy","Belconnen","AU","none","none","none","none","none"
"20 Spot","San Francisco","US","0.0","17","00","01","00"
"20 Spot","San Francisco","US","0.0","17","00","01","00"
"20 Spot","San Francisco","US","0.0","17","00","01","00"
"20 Spot","San Francisco","US","0.0","17","00","01","00"
"20 Spot","San Francisco","US","0.0","17","00","01","00"
"20 Spot","San Francisco","US","0.0","17","00","01","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","00","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","00","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","02","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","02","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","02","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","02","00"
"204 North Kitchen & Cocktails","Charlotte","US","0.0","11","00","00","00"
"20th Street Café","Denver","US","0.0","06","30","14","30"
"20th Street Café","Denver","US","0.0","06","30","14","30"
"20th Street Café","Denver","US","0.0","06","30","14","30"
"20th Street Café","Denver","US","0.0","06","30","14","30"
"20th Street Café","Denver","US","0.0","07","00","13","30"
"20th Street Café","Denver","US","0.0","07","00","13","30"
"21 Shanghai House","New York","US","0.0","11","00","21","30"
"21 Shanghai House","New York","US","0.0","11","00","21","30"
"21 Shanghai House","New York","US","0.0","11","00","21","30"
"21 Shanghai House","New York","US","0.0","11","00","21","30"
"21 Shanghai House","New York","US","0.0","11","00","22","00"
"21 Shanghai House","New York","US","0.0","11","00","22","00"
"21 Shanghai House","New York","US","0.0","11","00","21","30"
"24grille","Detroit","US","0.0","11","00","00","00"
"24grille","Detroit","US","0.0","11","00","00","00"
"24grille","Detroit","US","0.0","11","00","00","00"
"24grille","Detroit","US","0.0","11","00","00","00"
"24grille","Detroit","US","0.0","11","00","02","00"
"24grille","Detroit","US","0.0","11","00","02","00"
"24grille","Detroit","US","0.0","11","00","22","00"
"259 Cafe","Perth","AU","0.0","10","00","15","00"
"259 Cafe","Perth","AU","0.0","10","00","15","00"
"259 Cafe","Perth","AU","0.0","10","00","15","00"
"259 Cafe","Perth","AU","0.0","10","00","15","00"
"259 Cafe","Perth","AU","0.0","09","00","15","00"
"259 Cafe","Perth","AU","0.0","09","00","15","00"
"26 grains","London","GB","0.0","08","00","18","00"
"26 grains","London","GB","0.0","08","00","18","00"
"26 grains","London","GB","0.0","08","00","18","00"
"26 grains","London","GB","0.0","08","00","18","00"
"26 grains","London","GB","0.0","08","00","17","00"
"26 grains","London","GB","0.0","10","00","16","00"
"26 grains","London","GB","0.0","10","00","16","00"
"2nd City","New York","US","0.0","11","00","23","00"
"2nd City","New York","US","0.0","11","00","23","00"
"2nd City","New York","US","0.0","11","00","23","00"
"2nd City","New York","US","0.0","11","00","23","00"
"2nd City","New York","US","0.0","11","00","23","00"
"2nd City","New York","US","0.0","11","00","23","00"
"2nd City","New York","US","0.0","11","00","23","00"
"3 Arts Club Cafe","Chicago","US","0.0","10","00","20","00"
"3 Arts Club Cafe","Chicago","US","0.0","10","00","20","00"
"3 Arts Club Cafe","Chicago","US","0.0","10","00","20","00"
"3 Arts Club Cafe","Chicago","US","0.0","10","00","20","00"
"3 Arts Club Cafe","Chicago","US","0.0","10","00","20","00"
"3 Arts Club Cafe","Chicago","US","0.0","10","00","20","00"
"3 Arts Club Cafe","Chicago","US","0.0","11","00","18","00"
"3 Bro's Kabab House","Houston","US","0.0","11","00","22","00"
"3 Bro's Kabab House","Houston","US","0.0","11","00","22","00"
"3 Bro's Kabab House","Houston","US","0.0","11","00","22","00"
"3 Bro's Kabab House","Houston","US","0.0","11","00","22","00"
"3 Bro's Kabab House","Houston","US","0.0","14","00","22","00"
"3 Bro's Kabab House","Houston","US","0.0","11","00","22","00"
"3 Bro's Kabab House","Houston","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","22","00"
"3 Greeks Grill","Long Island City","US","0.0","11","00","21","00"
"3 Little Monkeys","Melbourne","AU","none","none","none","none","none"
"3 Little Monkeys","Melbourne","AU","none","none","none","none","none"
"3 Little Monkeys","Melbourne","AU","none","none","none","none","none"
"3 Little Monkeys","Melbourne","AU","none","none","none","none","none"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","04","00"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","04","00"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","04","00"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","04","00"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","05","00"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","05","00"
"3 Wise Monkeys Pub","Sydney","AU","0.0","10","00","04","00"
"32 Shea","Phoenix","US","0.0","06","00","22","00"
"32 Shea","Phoenix","US","0.0","06","00","22","00"
"32 Shea","Phoenix","US","0.0","06","00","22","00"
"32 Shea","Phoenix","US","0.0","06","00","22","00"
"32 Shea","Phoenix","US","0.0","06","00","22","00"
"32 Shea","Phoenix","US","0.0","07","00","22","00"
"32 Shea","Phoenix","US","0.0","07","00","14","00"
"360 Bar and Restaurant","Sydney","AU","0.0","12","00","14","30"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","23","00"
"360 Bar and Restaurant","Sydney","AU","0.0","12","00","14","30"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","23","00"
"360 Bar and Restaurant","Sydney","AU","0.0","12","00","14","30"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","23","00"
"360 Bar and Restaurant","Sydney","AU","0.0","12","00","14","30"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","23","00"
"360 Bar and Restaurant","Sydney","AU","0.0","12","00","14","30"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","00","00"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","00","00"
"360 Bar and Restaurant","Sydney","AU","0.0","16","30","00","00"
"369 Oriental Bistro","Houston","US","none","none","none","none","none"
"369 Oriental Bistro","Houston","US","none","none","none","none","none"
"369 Oriental Bistro","Houston","US","none","none","none","none","none"
"369 Oriental Bistro","Houston","US","none","none","none","none","none"
"38 Espresso","Kingston","AU","0.0","07","00","15","00"
"38 Espresso","Kingston","AU","0.0","07","00","15","00"
"38 Espresso","Kingston","AU","0.0","07","00","15","00"
"38 Espresso","Kingston","AU","0.0","07","00","15","00"
"38 Espresso","Kingston","AU","0.0","07","00","15","00"
"38 Espresso","Kingston","AU","0.0","07","00","15","00"
"38 Espresso","Kingston","AU","0.0","08","00","15","00"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","15","00"
"+39 Pizzeria","Melbourne","AU","0.0","17","00","21","30"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","15","00"
"+39 Pizzeria","Melbourne","AU","0.0","17","00","21","30"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","15","00"
"+39 Pizzeria","Melbourne","AU","0.0","17","00","21","30"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","15","00"
"+39 Pizzeria","Melbourne","AU","0.0","17","00","21","30"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","22","00"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","22","00"
"+39 Pizzeria","Melbourne","AU","0.0","12","00","21","30"
"39 Steps","O'connor","AU","none","none","none","none","none"
"39 Steps","O'connor","AU","none","none","none","none","none"
"39 Steps","O'connor","AU","none","none","none","none","none"
"39 Steps","O'connor","AU","none","none","none","none","none"
"3rd Cousin","San Francisco","US","0.0","17","30","22","00"
"3rd Cousin","San Francisco","US","0.0","17","30","22","00"
"3rd Cousin","San Francisco","US","0.0","17","30","22","00"
"3rd Cousin","San Francisco","US","0.0","17","30","22","00"
"3rd Cousin","San Francisco","US","0.0","17","30","22","00"
"45 Jermyn St","London","GB","0.0","07","00","23","30"
"45 Jermyn St","London","GB","0.0","07","00","23","30"
"45 Jermyn St","London","GB","0.0","07","00","23","30"
"45 Jermyn St","London","GB","0.0","07","00","23","30"
"45 Jermyn St","London","GB","0.0","07","00","23","30"
"45 Jermyn St","London","GB","0.0","08","00","23","30"
"45 Jermyn St","London","GB","0.0","08","00","18","00"
"4Fourteen","Surry Hills","AU","0.0","12","00","15","00"
"4Fourteen","Surry Hills","AU","0.0","18","00","00","00"
"4Fourteen","Surry Hills","AU","0.0","12","00","15","00"
"4Fourteen","Surry Hills","AU","0.0","18","00","00","00"
"4Fourteen","Surry Hills","AU","0.0","12","00","15","00"
"4Fourteen","Surry Hills","AU","0.0","18","00","00","00"
"4Fourteen","Surry Hills","AU","0.0","12","00","15","00"
"4Fourteen","Surry Hills","AU","0.0","18","00","00","00"
"4Fourteen","Surry Hills","AU","0.0","12","00","15","00"
"4Fourteen","Surry Hills","AU","0.0","18","00","00","00"
"4Fourteen","Surry Hills","AU","0.0","12","00","18","00"
"5 & Dime Bagels","Melbourne","AU","0.0","07","00","14","30"
"5 & Dime Bagels","Melbourne","AU","0.0","07","00","14","30"
"5 & Dime Bagels","Melbourne","AU","0.0","07","00","14","30"
"5 & Dime Bagels","Melbourne","AU","0.0","07","00","14","30"
"5 & Dime Bagels","Melbourne","AU","0.0","07","00","14","30"
"5 Boroughs","Brisbane","AU","0.0","11","00","21","00"
"5 Boroughs","Brisbane","AU","0.0","11","00","21","00"
"5 Boroughs","Brisbane","AU","0.0","11","00","21","00"
"5 Boroughs","Brisbane","AU","0.0","11","00","21","00"
"5 Boroughs","Brisbane","AU","0.0","11","00","22","00"
"5 Boroughs","Brisbane","AU","0.0","11","00","22","00"
"5 Boroughs","Brisbane","AU","0.0","11","00","21","00"
"5 Rabanitos Restaurante and Taqueria","Chicago","US","0.0","11","00","21","00"
"5 Rabanitos Restaurante and Taqueria","Chicago","US","0.0","11","00","21","00"
"5 Rabanitos Restaurante and Taqueria","Chicago","US","0.0","11","00","21","00"
"5 Rabanitos Restaurante and Taqueria","Chicago","US","0.0","11","00","22","00"
"5 Rabanitos Restaurante and Taqueria","Chicago","US","0.0","09","00","22","00"
"5 Rabanitos Restaurante and Taqueria","Chicago","US","0.0","09","00","21","00"
"5 Spices House","Boston","US","0.0","11","00","23","00"
"5 Spices House","Boston","US","0.0","11","00","23","00"
"5 Spices House","Boston","US","0.0","11","00","23","00"
"5 Spices House","Boston","US","0.0","11","00","23","00"
"5 Spices House","Boston","US","0.0","11","00","00","00"
"5 Spices House","Boston","US","0.0","11","00","00","00"
"5 Spices House","Boston","US","0.0","11","00","00","00"
"5 Spot","Seattle","US","0.0","08","00","23","00"
"5 Spot","Seattle","US","0.0","08","00","23","00"
"5 Spot","Seattle","US","0.0","08","00","23","00"
"5 Spot","Seattle","US","0.0","08","00","23","00"
"5 Spot","Seattle","US","0.0","08","00","23","00"
"5 Spot","Seattle","US","0.0","08","00","15","00"
"5 Spot","Seattle","US","0.0","17","00","00","00"
"5 Spot","Seattle","US","0.0","08","00","15","00"
"5 Spot","Seattle","US","0.0","17","00","00","00"
"500 Degrees New York Style Pizzeria","Charlotte","US","0.0","11","00","21","00"
"500 Degrees New York Style Pizzeria","Charlotte","US","0.0","11","00","21","00"
"500 Degrees New York Style Pizzeria","Charlotte","US","0.0","11","00","21","00"
"500 Degrees New York Style Pizzeria","Charlotte","US","0.0","11","00","21","00"
"500 Degrees New York Style Pizzeria","Charlotte","US","0.0","11","00","23","00"
"500 Degrees New York Style Pizzeria","Charlotte","US","0.0","11","00","22","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","21","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","21","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","21","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","21","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","21","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","21","00"
"50's Diner Omelet House","Las Vegas","US","0.0","07","00","15","00"
"5280 Burger Bar","Denver","US","0.0","11","00","22","00"
"5280 Burger Bar","Denver","US","0.0","11","00","22","00"
"5280 Burger Bar","Denver","US","0.0","11","00","22","00"
"5280 Burger Bar","Denver","US","0.0","11","00","22","00"
"5280 Burger Bar","Denver","US","0.0","11","00","23","00"
"5280 Burger Bar","Denver","US","0.0","11","00","23","00"
"5280 Burger Bar","Denver","US","0.0","11","00","22","00"
"5280 Sliders","Denver","US","0.0","15","00","22","00"
"5280 Sliders","Denver","US","0.0","15","00","22","00"
"5280 Sliders","Denver","US","0.0","15","00","22","00"
"5280 Sliders","Denver","US","0.0","15","00","22","00"
"5280 Sliders","Denver","US","0.0","15","00","00","00"
"5280 Sliders","Denver","US","0.0","14","00","00","00"
"5280 Sliders","Denver","US","0.0","14","00","22","00"
"580 Bench","Melbourne","AU","0.0","07","00","16","00"
"580 Bench","Melbourne","AU","0.0","07","00","16","00"
"580 Bench","Melbourne","AU","0.0","07","00","16","00"
"580 Bench","Melbourne","AU","0.0","07","00","16","00"
"580 Bench","Melbourne","AU","0.0","07","00","16","00"
"5Church","Charlotte","US","0.0","11","00","22","00"
"5Church","Charlotte","US","0.0","11","00","22","00"
"5Church","Charlotte","US","0.0","11","00","22","00"
"5Church","Charlotte","US","0.0","11","00","23","00"
"5Church","Charlotte","US","0.0","11","00","02","00"
"5Church","Charlotte","US","0.0","11","00","02","00"
"5Church","Charlotte","US","0.0","10","00","22","00"
"62 Rokujuni","Sydney","AU","0.0","11","00","15","00"
"62 Rokujuni","Sydney","AU","0.0","18","00","21","00"
"62 Rokujuni","Sydney","AU","0.0","11","00","15","00"
"62 Rokujuni","Sydney","AU","0.0","18","00","21","00"
"62 Rokujuni","Sydney","AU","0.0","11","00","15","00"
"62 Rokujuni","Sydney","AU","0.0","18","00","21","00"
"62 Rokujuni","Sydney","AU","0.0","11","00","15","00"
"62 Rokujuni","Sydney","AU","0.0","18","00","21","00"
"62 Rokujuni","Sydney","AU","0.0","11","00","15","00"
"62 Rokujuni","Sydney","AU","0.0","18","00","21","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"678 Korean Bbq","Sydney","AU","0.0","11","00","00","00"
"6th Avenue Eats","Seattle","US","0.0","11","00","14","00"
"6th Avenue Eats","Seattle","US","0.0","11","00","14","00"
"6th Avenue Eats","Seattle","US","0.0","11","00","14","00"
"6th Avenue Eats","Seattle","US","0.0","11","00","14","00"
"6th Avenue Eats","Seattle","US","0.0","11","00","14","00"
"7 Greens Detroit Salad","Detroit","US","none","none","none","none","none"
"7 Greens Detroit Salad","Detroit","US","none","none","none","none","none"
"7 Greens Detroit Salad","Detroit","US","none","none","none","none","none"
"7 Greens Detroit Salad","Detroit","US","none","none","none","none","none"
"7 Leguas Mexican Grille","Denver","US","0.0","10","00","22","00"
"7 Leguas Mexican Grille","Denver","US","0.0","10","00","22","00"
"7 Leguas Mexican Grille","Denver","US","0.0","10","00","22","00"
"7 Leguas Mexican Grille","Denver","US","0.0","10","00","22","00"
"7 Leguas Mexican Grille","Denver","US","0.0","10","00","02","00"
"7 Leguas Mexican Grille","Denver","US","0.0","09","00","02","00"
"7 Leguas Mexican Grille","Denver","US","0.0","09","00","22","00"
"75 on Liberty Wharf","Boston","US","0.0","11","30","00","00"
"75 on Liberty Wharf","Boston","US","0.0","11","30","00","00"
"75 on Liberty Wharf","Boston","US","0.0","11","30","00","00"
"75 on Liberty Wharf","Boston","US","0.0","11","30","00","00"
"75 on Liberty Wharf","Boston","US","0.0","11","30","02","00"
"75 on Liberty Wharf","Boston","US","0.0","10","30","02","00"
"75 on Liberty Wharf","Boston","US","0.0","10","00","00","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","06","30","16","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","06","30","16","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","06","30","16","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","06","30","16","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","06","30","16","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","07","30","17","00"
"7th & Bake Patisserie Cafe","Canberra","AU","0.0","07","30","17","00"
"7th District","Charlotte","US","0.0","16","00","23","00"
"7th District","Charlotte","US","0.0","16","00","23","00"
"7th District","Charlotte","US","0.0","16","00","23","00"
"7th District","Charlotte","US","0.0","16","00","23","00"
"7th District","Charlotte","US","0.0","16","00","02","00"
"7th District","Charlotte","US","0.0","14","00","02","00"
"7th District","Charlotte","US","0.0","11","00","16","00"
"8 Hoxton Square","London","GB","0.0","12","00","23","00"
"8 Hoxton Square","London","GB","0.0","12","00","23","00"
"8 Hoxton Square","London","GB","0.0","12","00","23","00"
"8 Hoxton Square","London","GB","0.0","12","00","23","00"
"8 Hoxton Square","London","GB","0.0","12","00","23","00"
"8 Hoxton Square","London","GB","0.0","10","00","23","00"
"8 Hoxton Square","London","GB","0.0","10","00","17","00"
"800 Degrees","Las Vegas","US","0.0","11","00","02","00"
"800 Degrees","Las Vegas","US","0.0","11","00","02","00"
"800 Degrees","Las Vegas","US","0.0","11","00","02","00"
"800 Degrees","Las Vegas","US","0.0","11","00","02","00"
